Case_no,Feature,Chemistry,Pipe_OD,Pipe_WT,Yield_Strength,Tensile_Strength,C,Mn,S
4146,JT-02,Filings,4.5,0.219,NA,NA,0.17521451172286376,0.6495889605835177,0.011589774364375737
4147,JT-02,Filings,4.5,0.219,NA,NA,0.15608308305650806,0.54820285196098,0.01356244199518965
4148,JT-02,Filings,4.5,0.219,NA,NA,0.16561651864717286,0.5242662278344061,0.018830593522447724
4149,JT-02,Filings,4.5,0.219,NA,NA,0.12426282943938532,0.6290098532776645,0.021852841013398155
4150,JT-02,Filings,4.5,0.219,NA,NA,0.14761482003002596,0.5660917599364573,0.02087999708314035
4151,JT-02,Filings,4.5,0.219,NA,NA,0.21147704201653628,0.519957687499037,0.0181704961934586
4152,JT-02,Filings,4.5,0.219,NA,NA,0.13717657973276504,0.49680676966127196,0.02480593464140537
4153,JT-02,Filings,4.5,0.219,NA,NA,0.1693093997784841,0.5832925163130405,0.01987212314158743
4154,JT-02,Filings,4.5,0.219,NA,NA,0.1761731709806666,0.5417466656670161,0.02106531106450453
4155,JT-02,Filings,4.5,0.219,NA,NA,0.15853598929774904,0.5190756038132907,0.020953605470428495
4156,JT-02,Filings,4.5,0.219,NA,NA,0.1692488754104912,0.5804513375450745,0.02431767376757313
4157,JT-02,Filings,4.5,0.219,NA,NA,0.15838880186007065,0.6119998392341836,0.01434681872843314
4158,JT-02,Filings,4.5,0.219,NA,NA,0.1943623293035017,0.5756509909800034,0.022415057105598712
4159,JT-02,Filings,4.5,0.219,NA,NA,0.16217757132441524,0.49978617706670175,0.02458098910233406
4160,JT-02,Filings,4.5,0.219,NA,NA,0.16364454076781124,0.5482122659434944,0.022963322689561673
4161,JT-02,Filings,4.5,0.219,NA,NA,0.1904875251369982,0.5151839202585939,0.014725055259560988
4162,JT-02,Filings,4.5,0.219,NA,NA,0.18193242707478313,0.6246326712346484,0.023499386886842052
4163,JT-02,Filings,4.5,0.219,NA,NA,0.22232300373370598,0.542660023583507,0.018388146764377007
4164,JT-02,Filings,4.5,0.219,NA,NA,0.16135480392967957,0.5632418108908194,0.023217761442003475
4165,JT-02,Filings,4.5,0.219,NA,NA,0.14652939234091464,0.4638960650221468,0.01979132842914638
4166,JT-02,Filings,4.5,0.219,NA,NA,0.15050377583053992,0.5349754661937256,0.02251471578058399
4167,JT-02,Filings,4.5,0.219,NA,NA,0.17046402649482723,0.5763417343013892,0.028107619941972764
4168,JT-02,Filings,4.5,0.219,NA,NA,0.1717869175796943,0.4744786130994364,0.02675395511117612
4169,JT-02,Filings,4.5,0.219,NA,NA,0.14289643710345276,0.5390408597392509,0.023768646275376126
4170,JT-02,Filings,4.5,0.219,NA,NA,0.19476801402499946,0.5946739382300641,0.0198761890852983
4171,JT-02,Filings,4.5,0.219,NA,NA,0.16339116794167563,0.6564917687721485,0.02539790340606645
4172,JT-02,Filings,4.5,0.219,NA,NA,0.21493734290356878,0.5522402123191289,0.02768356351815333
4173,JT-02,Filings,4.5,0.219,NA,NA,0.16420125434696137,0.5705812052567922,0.024893799029198707
4174,JT-02,Filings,4.5,0.219,NA,NA,0.17285933938418288,0.4176203393374574,0.017969097749378275
4175,JT-02,Filings,4.5,0.219,NA,NA,0.1661506531927249,0.6392169837256689,0.023156675750122507
4176,JT-02,Filings,4.5,0.219,NA,NA,0.17266556031572708,0.5234585530937742,0.024500249698592956
4177,JT-02,Filings,4.5,0.219,NA,NA,0.12718240708123396,0.5450001911024217,0.01985088810533661
4178,JT-02,Filings,4.5,0.219,NA,NA,0.1317592652485219,0.5256727828387389,0.020428470130973285
4179,JT-02,Filings,4.5,0.219,NA,NA,0.1694893580493138,0.563005439506557,0.020695641902634062
4180,JT-02,Filings,4.5,0.219,NA,NA,0.18107710004234168,0.5525407341462948,0.019382793439656328
4181,JT-02,Filings,4.5,0.219,NA,NA,0.13684593719527033,0.515132168595464,0.02442156001298175
4182,JT-02,Filings,4.5,0.219,NA,NA,0.20563153277851365,0.5661820490256402,0.015945559862939294
4183,JT-02,Filings,4.5,0.219,NA,NA,0.1653172979954245,0.5426695424931804,0.02299676200167585
4184,JT-02,Filings,4.5,0.219,NA,NA,0.16327242697376143,0.5105412516940356,0.022417587301854884
4185,JT-02,Filings,4.5,0.219,NA,NA,0.16085957112534344,0.5652602115197933,0.020913175679091033
4186,JT-02,Filings,4.5,0.219,NA,NA,0.17058984817946776,0.5454338913035202,0.027313333279914462
4187,JT-02,Filings,4.5,0.219,NA,NA,0.16640267357875532,0.5225381151466483,0.016136608480436125
4188,JT-02,Filings,4.5,0.219,NA,NA,0.18198270088710616,0.5348123427079982,0.017200457615458017
4189,JT-02,Filings,4.5,0.219,NA,NA,0.1555435782473237,0.6206098438088984,0.020173336123298823
4190,JT-02,Filings,4.5,0.219,NA,NA,0.14446360774396194,0.5990898918931171,0.025599825745705795
4191,JT-02,Filings,4.5,0.219,NA,NA,0.16624729548639272,0.5721098790673884,0.019014641797565356
4192,JT-02,Filings,4.5,0.219,NA,NA,0.16476707252904918,0.5540786844819144,0.01879538457727394
4193,JT-02,Filings,4.5,0.219,NA,NA,0.14539221070476874,0.4735228165498756,0.02347339436023692
4194,JT-02,Filings,4.5,0.219,NA,NA,0.1581616581745912,0.5972538801116328,0.02742496026371747
4195,JT-02,Filings,4.5,0.219,NA,NA,0.1306794281502357,0.47809772043296545,0.014488764909042471
4196,JT-02,Filings,4.5,0.219,NA,NA,0.14048414380608606,0.5593626691207441,0.01832939276759419
4197,JT-02,Filings,4.5,0.219,NA,NA,0.1894896259177119,0.5689382407308606,0.017410926290175585
4198,JT-02,Filings,4.5,0.219,NA,NA,0.13658555182984283,0.580997072586299,0.023241000531553816
4199,JT-02,Filings,4.5,0.219,NA,NA,0.15926708122250136,0.4924023758384713,0.02587542814301309
4200,JT-02,Filings,4.5,0.219,NA,NA,0.17019661983184786,0.6036453895234857,0.020157679918696363
4201,JT-02,Filings,4.5,0.219,NA,NA,0.13998386818267783,0.4752328774691096,0.02652438772363261
4202,JT-02,Filings,4.5,0.219,NA,NA,0.12639146567495002,0.5377755099505888,0.026200826337626965
4203,JT-02,Filings,4.5,0.219,NA,NA,0.15022752088143837,0.5275105674423033,0.017141496149645483
4204,JT-02,Filings,4.5,0.219,NA,NA,0.21600241071357262,0.5640858762674534,0.015237680985227991
4205,JT-02,Filings,4.5,0.219,NA,NA,0.2161936217874761,0.5021996691175171,0.01835322729526299
4206,JT-02,Filings,4.5,0.219,NA,NA,0.15924435064212836,0.49897383976072507,0.015231553530203619
4207,JT-02,Filings,4.5,0.219,NA,NA,0.150675222783358,0.5349824829860479,0.024144295887376776
4208,JT-02,Filings,4.5,0.219,NA,NA,0.1288749280108941,0.5563369990568992,0.02439188028648072
4209,JT-02,Filings,4.5,0.219,NA,NA,0.15285894363878066,0.5611768478316557,0.02019051780147121
4210,JT-02,Filings,4.5,0.219,NA,NA,0.20694278273570846,0.501195593839143,0.015059858833291957
4211,JT-02,Filings,4.5,0.219,NA,NA,0.1412038180355614,0.4709624114493842,0.022369372116622415
4212,JT-02,Filings,4.5,0.219,NA,NA,0.1815692483288836,0.49752226275442213,0.025639111084891537
4213,JT-02,Filings,4.5,0.219,NA,NA,0.15801100812552174,0.5189708855739765,0.020100600466338634
4214,JT-02,Filings,4.5,0.219,NA,NA,0.15416477858723432,0.5566119164681228,0.017521827372107213
4215,JT-02,Filings,4.5,0.219,NA,NA,0.15343419651487955,0.5681888946836635,0.01998575400426541
4216,JT-02,Filings,4.5,0.219,NA,NA,0.1257606229365061,0.4506341831883534,0.02139441672607995
4217,JT-02,Filings,4.5,0.219,NA,NA,0.17906266766488227,0.5100463068583383,0.021657726068408312
4218,JT-02,Filings,4.5,0.219,NA,NA,0.16574536514864216,0.5248641393139695,0.020813869797986384
4219,JT-02,Filings,4.5,0.219,NA,NA,0.18051179652791213,0.5540329839669019,0.02244825486681626
4220,JT-02,Filings,4.5,0.219,NA,NA,0.15383277502758538,0.5988646638808136,0.01519214535599544
4221,JT-02,Filings,4.5,0.219,NA,NA,0.19812950657627854,0.5135773182331408,0.016943695142938392
4222,JT-02,Filings,4.5,0.219,NA,NA,0.11302112979654538,0.4592307830594797,0.021011581542959516
4223,JT-02,Filings,4.5,0.219,NA,NA,0.14798623500816038,0.5057022748599498,0.0184876462771578
4224,JT-02,Filings,4.5,0.219,NA,NA,0.15190744644564563,0.5499572198358708,0.02404085089703331
4225,JT-02,Filings,4.5,0.219,NA,NA,0.19433265071565325,0.4558607802228715,0.02191295064817547
4226,JT-02,Filings,4.5,0.219,NA,NA,0.17386339920586308,0.5804128171726938,0.020047238255486297
4227,JT-02,Filings,4.5,0.219,NA,NA,0.16578805808790426,0.5460741421202513,0.01974654813819472
4228,JT-02,Filings,4.5,0.219,NA,NA,0.13737293347075558,0.5098793363650754,0.02651805000201546
4229,JT-02,Filings,4.5,0.219,NA,NA,0.09855944935865725,0.5652825789197543,0.024074328542584456
4230,JT-02,Filings,4.5,0.219,NA,NA,0.17865083213430702,0.5863500514548518,0.02244746405475834
4231,JT-02,Filings,4.5,0.219,NA,NA,0.21418260972087658,0.5777534928183168,0.022725415910079285
4232,JT-02,Filings,4.5,0.219,NA,NA,0.15040275603843395,0.6171409798051246,0.021997960086926078
4233,JT-02,Filings,4.5,0.219,NA,NA,0.12761376266899166,0.538611315034029,0.0177928840190667
4234,JT-02,Filings,4.5,0.219,NA,NA,0.1866064382866966,0.6284241845961982,0.017731259214225227
4235,JT-02,Filings,4.5,0.219,NA,NA,0.20049031112660737,0.5463712104991482,0.026779316521130178
4236,JT-02,Filings,4.5,0.219,NA,NA,0.15508390077589473,0.6590162479583679,0.021809294327788255
4237,JT-02,Filings,4.5,0.219,NA,NA,0.1673799006806028,0.5393322182038905,0.016250681026561742
4238,JT-02,Filings,4.5,0.219,NA,NA,0.16595447843952751,0.565790866089046,0.021535458117449
4239,JT-02,Filings,4.5,0.219,NA,NA,0.12066784454455005,0.5096883461734193,0.019753951930657675
4240,JT-02,Filings,4.5,0.219,NA,NA,0.12572610484018315,0.6404013525700104,0.01964837459660314
4241,JT-02,Filings,4.5,0.219,NA,NA,0.19837649279945277,0.5370542584861866,0.01863686817397444
4242,JT-02,Filings,4.5,0.219,NA,NA,0.17988238446386084,0.49047565078683264,0.014472047915328799
4243,JT-02,Filings,4.5,0.219,NA,NA,0.15361195312066414,0.5894134067060193,0.02176322327723831
4244,JT-02,Filings,4.5,0.219,NA,NA,0.17289592643663243,0.5389251292436752,0.02198680951539428
4245,JT-02,Filings,4.5,0.219,NA,NA,0.17107975587107382,0.5165361182924769,0.017007640948291894
4246,JT-02,Filings,4.5,0.219,NA,NA,0.14673679722053362,0.47870353686702594,0.024673019912618725
4247,JT-02,Filings,4.5,0.219,NA,NA,0.1978533370057089,0.5213234570994575,0.01903406400632479
4248,JT-02,Filings,4.5,0.219,NA,NA,0.16699003373311022,0.6465778222457708,0.020718283373889177
4249,JT-02,Filings,4.5,0.219,NA,NA,0.1361038212175024,0.5475481087642435,0.02479015381901955
4250,JT-02,Filings,4.5,0.219,NA,NA,0.13937563566565095,0.5614442988915515,0.023789292050823054
4251,JT-02,Filings,4.5,0.219,NA,NA,0.17782315426092699,0.5687833434871681,0.019873995771111774
4252,JT-02,Filings,4.5,0.219,NA,NA,0.17972105838502592,0.47600262130713894,0.019907531556227872
4253,JT-02,Filings,4.5,0.219,NA,NA,0.10453178495941487,0.5150085361528577,0.020209389848129228
4254,JT-02,Filings,4.5,0.219,NA,NA,0.16721125645407425,0.5411004300743881,0.018522413698379904
4255,JT-02,Filings,4.5,0.219,NA,NA,0.1473608951697159,0.5891059954162089,0.016932423057357412
4256,JT-02,Filings,4.5,0.219,NA,NA,0.15668623426834316,0.5214589890416776,0.02173329200887698
4257,JT-02,Filings,4.5,0.219,NA,NA,0.14631301741217706,0.4836913923741037,0.014860934922626266
4258,JT-02,Filings,4.5,0.219,NA,NA,0.2013590639614443,0.5293994752109316,0.01511111058867192
4259,JT-02,Filings,4.5,0.219,NA,NA,0.15544242558278698,0.649402451913684,0.025031084858401963
4260,JT-02,Filings,4.5,0.219,NA,NA,0.18354012362071814,0.614515504227705,0.019480188761021738
4261,JT-02,Filings,4.5,0.219,NA,NA,0.17254185274910427,0.5599465858955728,0.0182028586890977
4262,JT-02,Filings,4.5,0.219,NA,NA,0.19598961438935777,0.597473266637587,0.021884601903977247
4263,JT-02,Filings,4.5,0.219,NA,NA,0.20228684744343473,0.635980803037213,0.022640841059696912
4264,JT-02,Filings,4.5,0.219,NA,NA,0.16063560101883456,0.5645817781791881,0.018030886835673773
4265,JT-02,Filings,4.5,0.219,NA,NA,0.19642400905235638,0.5389925365587181,0.02488015121237671
4266,JT-02,Filings,4.5,0.219,NA,NA,0.16877493598837334,0.4870750947657352,0.01576582839533425
4267,JT-02,Filings,4.5,0.219,NA,NA,0.18313742282435566,0.4930917486928914,0.020075394816458907
4268,JT-02,Filings,4.5,0.219,NA,NA,0.16232518079181188,0.4835851663284844,0.021063262800220056
4269,JT-02,Filings,4.5,0.219,NA,NA,0.1418395028681908,0.49355233891430833,0.025569220342785616
4270,JT-02,Filings,4.5,0.219,NA,NA,0.1418723547299281,0.6147033076825681,0.02075078523854225
4271,JT-02,Filings,4.5,0.219,NA,NA,0.15376992136062317,0.5537000319078251,0.011950343015316871
4272,JT-02,Filings,4.5,0.219,NA,NA,0.14167629004515025,0.5930581961875009,0.015762930003786126
4273,JT-02,Filings,4.5,0.219,NA,NA,0.159649211407446,0.5900354691687375,0.02246638298750369
4274,JT-02,Filings,4.5,0.219,NA,NA,0.15248106924790122,0.5358536716660153,0.021077380600553444
4275,JT-02,Filings,4.5,0.219,NA,NA,0.1456638165317656,0.4543112333029703,0.017212441399517057
4276,JT-02,Filings,4.5,0.219,NA,NA,0.1916287508378912,0.5593883790244086,0.017896192837006383
4277,JT-02,Filings,4.5,0.219,NA,NA,0.175180183569496,0.5756411491969324,0.015090601737884256
4278,JT-02,Filings,4.5,0.219,NA,NA,0.19200012691001692,0.5981118203429076,0.02601107320683525
4279,JT-02,Filings,4.5,0.219,NA,NA,0.15552822858554377,0.6165629447604101,0.01785741827487602
4280,JT-02,Filings,4.5,0.219,NA,NA,0.1623984423083513,0.6326026966880713,0.021827189202082754
4281,JT-02,Filings,4.5,0.219,NA,NA,0.1794607651576045,0.531263550307737,0.02027228571971274
4282,JT-02,Filings,4.5,0.219,NA,NA,0.13855012738058736,0.6352474697320809,0.020501917283423328
4283,JT-02,Filings,4.5,0.219,NA,NA,0.17012058263493568,0.5318777532970569,0.02208521049892318
4284,JT-02,Filings,4.5,0.219,NA,NA,0.18350244018032894,0.5658177438807346,0.018859192054759694
4285,JT-02,Filings,4.5,0.219,NA,NA,0.1757698137299958,0.5418368082619579,0.01912035285989493
4286,JT-02,Filings,4.5,0.219,NA,NA,0.11310499027474002,0.4749910378636396,0.02415489325292694
4287,JT-02,Filings,4.5,0.219,NA,NA,0.14936736694679603,0.549982055845212,0.01840234448989357
4288,JT-02,Filings,4.5,0.219,NA,NA,0.15531101674991146,0.5293885018845912,0.024444899940247358
4289,JT-02,Filings,4.5,0.219,NA,NA,0.20016352831478035,0.5124645285226278,0.021532768723529203
4290,JT-02,Filings,4.5,0.219,NA,NA,0.17447483028313,0.564143194978087,0.025391600962822766
4291,JT-02,Filings,4.5,0.219,NA,NA,0.22210108567424247,0.6451388093181892,0.018865986933590078
4292,JT-02,Filings,4.5,0.219,NA,NA,0.12565592194677036,0.608451428546239,0.01819290602313857
4293,JT-02,Filings,4.5,0.219,NA,NA,0.1670904457971532,0.5542007983334561,0.020262414428500058
4294,JT-02,Filings,4.5,0.219,NA,NA,0.13598897433279317,0.593834517724226,0.018854255587286543
4295,JT-02,Filings,4.5,0.219,NA,NA,0.21860936550393537,0.5594340366826104,0.027315770321519002
4296,JT-02,Filings,4.5,0.219,NA,NA,0.14624138762660846,0.5631712678031507,0.020292217596838334
4297,JT-02,Filings,4.5,0.219,NA,NA,0.15295914321659013,0.4890502370621411,0.016342169939119838
4298,JT-02,Filings,4.5,0.219,NA,NA,0.12873512845445356,0.5026119778578052,0.02196868263453604
4299,JT-02,Filings,4.5,0.219,NA,NA,0.17294109040455982,0.5458730547719526,0.018565840106873663
4300,JT-02,Filings,4.5,0.219,NA,NA,0.1547038339262768,0.5767556903961428,0.023975107925976985
4301,JT-02,Filings,4.5,0.219,NA,NA,0.13709780157577606,0.5319125532657487,0.026661420810203063
4302,JT-02,Filings,4.5,0.219,NA,NA,0.1184699320179485,0.540593641000553,0.015640580526957278
4303,JT-02,Filings,4.5,0.219,NA,NA,0.16516231648904897,0.5718622511992888,0.022184011257056182
4304,JT-02,Filings,4.5,0.219,NA,NA,0.12700176639948035,0.5177517786225572,0.02233881682142496
4305,JT-02,Filings,4.5,0.219,NA,NA,0.14337894493780381,0.585955628255612,0.01283804872179663
4306,JT-02,Filings,4.5,0.219,NA,NA,0.19999829743787456,0.44876481139547475,0.02281681944546603
4307,JT-02,Filings,4.5,0.219,NA,NA,0.17889945595528234,0.5477439852594227,0.016236885095923227
4308,JT-02,Filings,4.5,0.219,NA,NA,0.17778633362658475,0.6079106980704034,0.023916182326490336
4309,JT-02,Filings,4.5,0.219,NA,NA,0.22718698757800435,0.6050696358267528,0.015259533521491519
4310,JT-02,Filings,4.5,0.219,NA,NA,0.1452378516645793,0.5678645964625362,0.01729074346025631
4311,JT-02,Filings,4.5,0.219,NA,NA,0.1469293547111092,0.4247544824848331,0.02096688375029439
4312,JT-02,Filings,4.5,0.219,NA,NA,0.19455617952068255,0.4537518915179796,0.025765288404251643
4313,JT-02,Filings,4.5,0.219,NA,NA,0.1116070457192847,0.5575913656577846,0.019658579486681767
4314,JT-02,Filings,4.5,0.219,NA,NA,0.17064682986698454,0.5379614690226223,0.016208163288826773
4315,JT-02,Filings,4.5,0.219,NA,NA,0.15898281674359205,0.5571872771663073,0.01912763630047539
4316,JT-02,Filings,4.5,0.219,NA,NA,0.14473677986037023,0.4849564913779455,0.010152359061099778
4317,JT-02,Filings,4.5,0.219,NA,NA,0.1557801775647921,0.5728159845734883,0.022135992876989335
4318,JT-02,Filings,4.5,0.219,NA,NA,0.17633706768684215,0.5293384871781638,0.014154177916970868
4319,JT-02,Filings,4.5,0.219,NA,NA,0.18264267275774054,0.6023338160967353,0.021375071217753214
4320,JT-02,Filings,4.5,0.219,NA,NA,0.2012464906204192,0.5770248482412634,0.01849378642782239
4321,JT-02,Filings,4.5,0.219,NA,NA,0.2008854799603479,0.5725629527086158,0.019232340682879673
4322,JT-02,Filings,4.5,0.219,NA,NA,0.19079580798910084,0.5510821229975895,0.022566564196725047
4323,JT-02,Filings,4.5,0.219,NA,NA,0.11492457151537695,0.5736700861714911,0.018017004602899265
4324,JT-02,Filings,4.5,0.219,NA,NA,0.15975691762620414,0.6029159604594638,0.02089529182899306
4325,JT-02,Filings,4.5,0.219,NA,NA,0.20550584711901992,0.5314554973673508,0.02393496182342983
4326,JT-02,Filings,4.5,0.219,NA,NA,0.19740206679072808,0.4749950882932502,0.030355161047570474
4327,JT-02,Filings,4.5,0.219,NA,NA,0.18539179379115142,0.5387022088850175,0.024080633020241216
4328,JT-02,Filings,4.5,0.219,NA,NA,0.18899354964771073,0.5149625870166904,0.023344033166533728
4329,JT-02,Filings,4.5,0.219,NA,NA,0.20153398313201265,0.47596111169226596,0.02256642567020467
4330,JT-02,Filings,4.5,0.219,NA,NA,0.17653124976233237,0.6073503087893595,0.014606123253555762
4331,JT-02,Filings,4.5,0.219,NA,NA,0.14519949064565105,0.5031712945495915,0.0203314001609247
4332,JT-02,Filings,4.5,0.219,NA,NA,0.16038416256933985,0.4958196892952004,0.02136256920407852
4333,JT-02,Filings,4.5,0.219,NA,NA,0.1536306033826908,0.6373823974311766,0.016100007073893655
4334,JT-02,Filings,4.5,0.219,NA,NA,0.17914813401255464,0.6020516021868486,0.01812997676212545
4335,JT-02,Filings,4.5,0.219,NA,NA,0.1868108781415258,0.44838395621420657,0.02264288381563769
4336,JT-02,Filings,4.5,0.219,NA,NA,0.1725508903530948,0.5718134320289185,0.020503761328705725
4337,JT-02,Filings,4.5,0.219,NA,NA,0.17923738543870332,0.5219778371546085,0.018175936538049893
4338,JT-02,Filings,4.5,0.219,NA,NA,0.1513471998386842,0.6932671921998781,0.01982895709750604
4339,JT-02,Filings,4.5,0.219,NA,NA,0.16942566678437537,0.6661397842711317,0.024916231221317874
4340,JT-02,Filings,4.5,0.219,NA,NA,0.20687310600873582,0.5657827321292568,0.01679697968611556
4341,JT-02,Filings,4.5,0.219,NA,NA,0.16570836249460422,0.44284002483352136,0.024507378175209548
4342,JT-02,Filings,4.5,0.219,NA,NA,0.16827592853894752,0.4511896409166102,0.02301740493106718
4343,JT-02,Filings,4.5,0.219,NA,NA,0.19605946854604445,0.5008000684367002,0.024136138727558397
4344,JT-02,Filings,4.5,0.219,NA,NA,0.21245683833269838,0.6237707729654534,0.019934461336914833
4345,JT-02,Filings,4.5,0.219,NA,NA,0.18475442601732156,0.5829685132809799,0.0220898127149218
4346,JT-02,Filings,4.5,0.219,NA,NA,0.14143552898731548,0.4855315566268712,0.021095055006533813
4347,JT-02,Filings,4.5,0.219,NA,NA,0.1515585268383546,0.5211071340518038,0.01580139242522973
4348,JT-02,Filings,4.5,0.219,NA,NA,0.16128706366351134,0.5753655354938652,0.018174700112476353
4349,JT-02,Filings,4.5,0.219,NA,NA,0.1199617578676446,0.48066895804625415,0.02119523963887925
4350,JT-02,Filings,4.5,0.219,NA,NA,0.18145994799225007,0.5147950498306665,0.022802911762801355
4351,JT-02,Filings,4.5,0.219,NA,NA,0.16830585315825325,0.5537164815049291,0.02165345424362919
4352,JT-02,Filings,4.5,0.219,NA,NA,0.14784249185442774,0.4844785984827871,0.01888898321066243
4353,JT-02,Filings,4.5,0.219,NA,NA,0.16618208653353533,0.5769465888817171,0.020595073722285463
4354,JT-02,Filings,4.5,0.219,NA,NA,0.16113302465840892,0.5751065763706572,0.020565231102016007
4355,JT-02,Filings,4.5,0.219,NA,NA,0.15021438135594317,0.5740580391251733,0.027741180740876236
4356,JT-02,Filings,4.5,0.219,NA,NA,0.18285746734357855,0.48357603200831767,0.019125319429725212
4357,JT-02,Filings,4.5,0.219,NA,NA,0.22016891282312295,0.497251420554585,0.020314476952701846
4358,JT-02,Filings,4.5,0.219,NA,NA,0.14729523379358134,0.5926214830646795,0.024075019978373875
4359,JT-02,Filings,4.5,0.219,NA,NA,0.16747701880790564,0.5466857677964524,0.019245813107742094
4360,JT-02,Filings,4.5,0.219,NA,NA,0.15987983737273548,0.5710472669507802,0.028103130219781697
4361,JT-02,Filings,4.5,0.219,NA,NA,0.164076641544123,0.5038209318659639,0.02161395009609925
4362,JT-02,Filings,4.5,0.219,NA,NA,0.17368100755211055,0.6106148796546094,0.021550816615072417
4363,JT-02,Filings,4.5,0.219,NA,NA,0.1713600263078763,0.5253187823114649,0.02505001991842841
4364,JT-02,Filings,4.5,0.219,NA,NA,0.14588331239644203,0.5765207956627909,0.020260465628760063
4365,JT-02,Filings,4.5,0.219,NA,NA,0.1344348234317847,0.5294725390961239,0.01909514317681752
4366,JT-02,Filings,4.5,0.219,NA,NA,0.1869139828899853,0.656493957751914,0.019090256944717714
4367,JT-02,Filings,4.5,0.219,NA,NA,0.155341503343651,0.6111624835304256,0.016259765249303768
4368,JT-02,Filings,4.5,0.219,NA,NA,0.16030300616986637,0.5516386917793216,0.015973766199012307
4369,JT-02,Filings,4.5,0.219,NA,NA,0.16046940897491033,0.4535455597577022,0.01836154383087515
4370,JT-02,Filings,4.5,0.219,NA,NA,0.15133692250071598,0.5775466620366084,0.017218663208009813
4371,JT-02,Filings,4.5,0.219,NA,NA,0.1835817163919371,0.5577835192169994,0.025190797876079096
4372,JT-02,Filings,4.5,0.219,NA,NA,0.16003373214026942,0.5793322860033912,0.02506594181949489
4373,JT-02,Filings,4.5,0.219,NA,NA,0.13410865199410138,0.5612527208141275,0.022281579573852697
4374,JT-02,Filings,4.5,0.219,NA,NA,0.16858541172538333,0.5209545135946705,0.01783906692756085
4375,JT-02,Filings,4.5,0.219,NA,NA,0.1527360381964107,0.5084686161920385,0.019090151743347838
4376,JT-02,Filings,4.5,0.219,NA,NA,0.11874663629948634,0.4430418275535031,0.019047232596284564
4377,JT-02,Filings,4.5,0.219,NA,NA,0.13571880554602525,0.5317665115386917,0.028420701028038915
4378,JT-02,Filings,4.5,0.219,NA,NA,0.14164376905141057,0.5358372105953327,0.018521707808617914
4379,JT-02,Filings,4.5,0.219,NA,NA,0.16712631536988914,0.6196597298362201,0.015315068953957178
4380,JT-02,Filings,4.5,0.219,NA,NA,0.18137966236809352,0.5906881773501768,0.02487774142645668
4381,JT-02,Filings,4.5,0.219,NA,NA,0.1563738970935305,0.5092062025511278,0.01241259941085422
4382,JT-02,Filings,4.5,0.219,NA,NA,0.12551409943725553,0.5436593114310735,0.019008715374606716
4383,JT-02,Filings,4.5,0.219,NA,NA,0.15574597211812058,0.6245207424171905,0.013034875288563346
4384,JT-02,Filings,4.5,0.219,NA,NA,0.15155841449958837,0.4990302688243307,0.018321385813058495
4385,JT-02,Filings,4.5,0.219,NA,NA,0.15607781553385922,0.4899949389787415,0.026412580789625578
4386,JT-02,Filings,4.5,0.219,NA,NA,0.17773807347595255,0.630551028747993,0.027446185059359415
4387,JT-02,Filings,4.5,0.219,NA,NA,0.15687300251159889,0.5163633869767232,0.015813904413252873
4388,JT-02,Filings,4.5,0.219,NA,NA,0.13908175205141612,0.5828860255480519,0.02201532243257604
4389,JT-02,Filings,4.5,0.219,NA,NA,0.13436509083536963,0.562899386865877,0.023418191970037697
4390,JT-02,Filings,4.5,0.219,NA,NA,0.18884312893034533,0.5890904699041756,0.013979251986029409
4391,JT-02,Filings,4.5,0.219,NA,NA,0.19004042918654926,0.5246353624766252,0.021803586772421064
4392,JT-02,Filings,4.5,0.219,NA,NA,0.12540884594662105,0.5319344593116729,0.023534887444169924
4393,JT-02,Filings,4.5,0.219,NA,NA,0.19344492086318593,0.4941139464133647,0.027460179643124586
4394,JT-02,Filings,4.5,0.219,NA,NA,0.1552311173288145,0.5841845452365344,0.01846459401796885
4395,JT-02,Filings,4.5,0.219,NA,NA,0.19197952648700328,0.5752170147538778,0.018711501885631695
4396,JT-02,Filings,4.5,0.219,NA,NA,0.17436434372996823,0.4858933286849852,0.015624511782976752
4397,JT-02,Filings,4.5,0.219,NA,NA,0.168501487798255,0.5642971044293509,0.026138403247348407
4398,JT-02,Filings,4.5,0.219,NA,NA,0.18570143391007563,0.6006192102074727,0.017038454627807204
4399,JT-02,Filings,4.5,0.219,NA,NA,0.13566121482059113,0.5813012869121916,0.02022640717847307
4400,JT-02,Filings,4.5,0.219,NA,NA,0.1368885263945302,0.4900135393545281,0.01871687580312487
4401,JT-02,Filings,4.5,0.219,NA,NA,0.17950335486550653,0.5732758920531592,0.018632751217944644
4402,JT-02,Filings,4.5,0.219,NA,NA,0.1712600585242441,0.4789056202719102,0.021975868649579886
4403,JT-02,Filings,4.5,0.219,NA,NA,0.17237992653542117,0.47848878566206277,0.017588948257416515
4404,JT-02,Filings,4.5,0.219,NA,NA,0.1614341572387843,0.5280740216008833,0.022132779728460474
4405,JT-02,Filings,4.5,0.219,NA,NA,0.1843698964137007,0.48909948361718864,0.02879056029402602
4406,JT-02,Filings,4.5,0.219,NA,NA,0.14078726503855185,0.5256855922524059,0.021455929269707012
4407,JT-02,Filings,4.5,0.219,NA,NA,0.17201351148720312,0.581103930592612,0.026740324387784804
4408,JT-02,Filings,4.5,0.219,NA,NA,0.14359939646686262,0.3916085577688159,0.022064605206941357
